Core-index,jlpt ,Vocab-expression,Vocab-kana,Vocab-meaning,Vocab-pos,Sentence-expression,Sentence-kana,Sentence-meaning
5855,JLPT1,左利き,ひだりきき,"left-handedness, left-hander",Noun,私の息子は左利きです。,わたし の むすこ は ひだりきき です,My son is left-handed.
5856,JLPT0,引っ掛ける,ひっかける,hook on,Verb,その選手はハードルに足を引っ掛けたんだ。,その せんしゅ は はーどる に あし を ひっかけた ん だ,The athlete caught his foot on the hurdle.
5857,JLPT0,筆記用具,ひっきようぐ,"writing materials, pens and pencils",Noun,今日は筆記用具を忘れました。,きょう は ひっきようぐ を わすれました,I forgot my writing materials today.
5858,JLPT1,雛祭り,ひなまつり,Doll Festival,Noun,3月3日は雛祭りです。,3 がつ 3 か は ひなまつり です,March 3rd is the Doll Festival.
5859,JLPT2,日日,ひにち,"date, number of days",Noun,ミーティングの日日を間違えました。,みーてぃんぐ の ひにち を まちがえました,I mistook the day of the meeting.
5860,JLPT0,日々,ひび,"daily, every day",Noun,日々の努力が大切です。,ひび の どりょく が たいせつ です,It's important to make efforts every day.
5861,JLPT1,ヒント,ヒント,"hint, clue",Noun,何かヒントをください。,なにか ひんと を ください,Please give me a hint.
5862,JLPT0,ファックス,ファックス,"facsimile, fax",Noun,詳細はファックスで送ります。,しょうさい は ふぁっくす で おくります,I'll send the details by fax.
5863,JLPT0,不器用,ぶきよう,"clumsy, unskillful",Adjectival Noun,妹は不器用で、料理も苦手なの。,いもうと は ぶきよう で りょうり も にがて な の,My little sister is clumsy and not good at cooking.
5864,JLPT2,含む,ふくむ,"contain, include",Verb,その食品は有害物質を含んでいるぞ。,その しょくひん は ゆうがい ぶっしつ を ふくんで いる ぞ,The food contains a poisonous substance.
5865,JLPT2,塞ぐ,ふさぐ,"close, shut",Verb,あまりにうるさかったので耳を塞いだわ。,あまりに うるさかった の で みみ を ふさいだ わ,I blocked my ears as it was too noisy.
5866,JLPT2,双子,ふたご,twins,Noun,友達に双子が生まれたよ。,ともだち に ふたご が うまれた よ,My friend gave birth to twins.
5867,JLPT2,筆,ふで,"writing brush, penmanship",Noun,彼は筆で手紙を書いたの。,かれ は ふで で てがみ を かいた の,He wrote the letter with a brush.
5868,JLPT0,ふもと,ふもと,foot of the mountain,Noun,彼は山のふもとに住んでいるよ。,かれ は やま の ふもと に すんで いる よ,He lives at the foot of a mountain.
5869,JLPT2,振り仮名,ふりがな,reading aid in kana characters,Noun,名前に振り仮名をつけてください。,なまえ に ふりがな を つけて ください,Please indicate the pronunciation of your name with kana.
5870,JLPT0,フルーツ,フルーツ,fruit,Noun,おいしそうなフルーツゼリーだね。,おいし そう な ふるーつぜりー だ ね,"That fruit jelly looks delicious, doesn't it?"
5871,JLPT0,古本,ふるほん,secondhand book,Noun,おととい古本を3冊買いました。,おととい ふるほん を 3 さつ かいました,I bought three secondhand books the day before yesterday.
5872,JLPT2,触れる,ふれる,"touch, come in contact with",Verb,手と手が触れてどきどきしたよ。,て と て が ふれて どきどき した よ,My heart pounded as our hands touched.
5873,JLPT2,文,ぶん,"writings, sentence",Noun,この文は意味が分かりません。,この ぶん は いみ が わかりません,I don't understand the meaning of this sentence.
5874,JLPT2,平日,へいじつ,weekday,Noun,彼は平日がお休みです。,かれ は へいじつ が おやすみ です,He has weekdays off.
5875,JLPT2,へそ,へそ,"the navel, the bellybutton",Noun,カエルにはへそがないんだ。,かえる に は へそ が ない ん だ,Frogs have no belly button.
5876,JLPT0,べたべた,べたべた,stick together,Adjective,カップルがべたべたしているね。,かっぷる が べたべた して いる ね,That couple are inseparable.
5877,JLPT0,蛇,へび,"snake, serpent",Noun,蛇がカエルを捕まえたの。,へび が かえる を つかまえた の,The snake captured the frog.
5878,JLPT2,法,ほう,"law, rule",Noun,国民は法に従わなければならないよ。,こくみん は ほう に したがわなければ ならない よ,Citizens must observe the law.
5879,JLPT0,ほうき,ほうき,broom,Noun,ほうきで庭を掃除しました。,ほうき で にわ を そうじ しました 。,I swept the yard with a broom.
5880,JLPT2,吠える,ほえる,"bark, bay",Verb,どこかで犬が吠えていますね。,どこか で いぬ が ほえて います ね,A dog is barking somewhere.
5881,JLPT2,頬,ほお,cheek,Noun,彼女はほおを赤く染めたわ。,かのじょ は ほお を あかく そめた わ,Her cheeks flushed pink.
5882,JLPT2,ポスター,ポスター,poster,Noun,電柱にポスターが貼ってあった。,でんちゅう に ぽすたー が はって あった,There was a poster pasted to the telegraph pole.
5883,JLPT2,ほどく,ほどく,"undo, unfasten",Verb,靴のひもをほどいたの。,くつ の ひも を ほどいた の,I unlaced my shoes.
5884,JLPT2,炎,ほのお,"flame, blaze",Noun,ろうそくの炎が部屋を照らしたんだ。,ろうそく の ほのお が へや を てらした ん だ,The candle's flame lit the room.
5885,JLPT0,ほほ,ほほ,cheek,Noun,彼女は真っ赤なほほをしているね。,かのじょ は まっか な ほほ を している ね 。,Her cheeks are flushed.
5886,JLPT0,ほほえむ,ほほえむ,smile,Verb,彼女は私にほほえんだよ。,かのじょ は わたし に ほほえんだ よ,She smiled at me.
5887,JLPT2,彫る,ほる,"engrave, carve",Verb,彼は木の像を彫ったの。,かれ は き の ぞう を ほった の,He carved a wooden image.
5888,JLPT2,盆,ぼん,tray,Noun,母が料理をお盆に乗せたの。,はは が りょうり を おぼん に のせた の,My mother put the dishes on a tray.
5889,JLPT0,本店,ほんてん,head office,Noun,ここはチェーン店の本店です。,ここ は ちぇーんてん の ほんてん です,This is the headquarters of the chain.
5890,JLPT2,間,ま,"interval, duration of time, chamber",Noun,彼は少し間を置いてから返事した。,かれ は すこし ま を おいて から へんじ した,He responded after a short pause.
5891,JLPT0,前売り券,まえうりけん,advance ticket,Noun,コンサートの前売り券を手に入れたんだ。,こんさーと の まえうりけん を て に いれた ん だ,I got an advance ticket for the concert.
5892,JLPT0,まく,まく,"sow, scatter",Verb,庭に花の種をまきました。,にわ に はな の たね を まきました,I planted some flower seeds in the garden.
5893,JLPT1,真心,まごころ,"sincerity, true heart",Noun,彼女は真心をこめて彼にケーキを作ったよ。,かのじょ は まごころ を こめて かれ に けーき を つくった よ,She put her heart into baking him a cake.
5894,JLPT2,混じる,まじる,"be blended, get mixed",Verb,電話の声に雑音が混じっていたの。,でんわ の こえ に ざつおん が まじって いた の,The voice on the phone was mixed with background noise.
5895,JLPT0,町中,まちなか,"the downtown area, the central area of a town",Noun,町中で彼女に出会ったよ。,まちなか で かのじょ に であった よ,I met her downtown.
5896,JLPT1,末,まつ,"last part, end",Noun,今月末にカナダに行きます。,こんげつ まつ に かなだ に いきます,I will go to Canada at the end of this month.
5897,JLPT0,まとめ,まとめ,summary,Noun,論文のまとめを書いています。,ろんぶん の まとめ を かいています 。,I'm writing a summary of the article.
5898,JLPT0,まな板,まないた,chopping board,Noun,魚を切った後、まな板を洗ったの。,さかな を きった あと、 まないた を あらった の,I washed the cutting board after cutting fish.
5899,JLPT0,まね,まね,"imitation, mimicry",Verbal Noun,娘はよく私のまねをします。,むすめ は よく わたし の まね を します,My daughter often copies me.
5900,JLPT0,まねる,まねる,"imitate, mimic",Verb,私の動きをまねてください。,わたし の うごき を まねて ください,Please imitate my movements.
5901,JLPT2,まぶた,まぶた,eyelid,Noun,眠くてまぶたが重くなってきた。,ねむくて まぶた が おもく なってきた 。,I'm sleepy and my eyelids have gotten heavy.
5902,JLPT2,間も無く,まもなく,"soon, in a short time",Adverb,あの飛行機は間も無く着陸しますね。,あの ひこうき は まもなく ちゃくりく します ね,That airplane will land soon.
5903,JLPT0,眉毛,まゆげ,eyebrows,Noun,彼女の眉毛は太いな。,かのじょ の まゆげ は ふとい な,She has thick eyebrows.
5904,JLPT0,まれ,まれ,rarely,Adjective,彼が仕事を休むのはまれです。,かれ が しごと を やすむ の は まれ です,It's rare that he takes a day off from work.
5905,JLPT2,実,み,"fruit, nut",Noun,庭の木が赤い実をつけた。,にわ の き が あかい み を つけた,The tree in the garden bore some red fruit.
5906,JLPT0,見かけ,みかけ,"looks, appearance",Noun,彼は見かけによらず優しいね。,かれ は みかけ に よらず やさしい ね,He's kind despite his appearance.
5907,JLPT1,幹,みき,tree trunk,Noun,この木の幹はとても太いよ。,この き の みき は とても ふとい よ,The trunk of this tree is very thick.
5908,JLPT0,水色,みずいろ,"sky blue, turquoise",Noun,箱に水色のリボンがかかっていたの。,はこ に みずいろ の りぼん が かかって いた の,A light blue ribbon was tied around the box.
